"BehaviorSpace results (NetLogo 7.0.0)","Table version 2.0"
"Segregation.nlogox"
"evolutivo_densidad"
"10/26/2025 18:00:30:650 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-25","25","-25","25"
"[run number]","visualization","%-similar-wanted","density","[step]","count turtles with [ not happy? ]","percent-similar","percent-unhappy"
"61","square-x","60","90","84","3","97.76189360206234","0.1283147989734816"
"68","square-x","60","90","56","26","96.98002350176263","1.1130136986301369"
"64","square-x","60","90","60","61","95.82172701949861","2.592435189120272"
"67","square-x","60","90","60","38","96.41697588126159","1.6149596260093497"
"66","square-x","60","90","63","28","96.79202210741319","1.2131715771230502"
"61","square-x","60","90","85","1","97.7850697292863","0.0427715996578272"
"63","square-x","60","90","73","12","97.2189208462087","0.5170185264971995"
"62","square-x","60","90","79","19","97.2642949395327","0.8137044967880086"
"68","square-x","60","90","57","25","96.98002350176263","1.0702054794520548"
"65","square-x","60","90","40","46","95.97159157061358","1.9582801191996593"
"67","square-x","60","90","61","46","96.28127896200185","1.9549511262218444"
"64","square-x","60","90","61","50","96.0324825986079","2.124946876328092"
"66","square-x","60","90","64","28","96.86524141244294","1.2131715771230502"
"63","square-x","60","90","74","12","97.31559567644614","0.5170185264971995"
"61","square-x","60","90","86","0","97.79653070792311","0"
"62","square-x","60","90","80","21","97.23984026309608","0.8993576017130621"
"68","square-x","60","90","58","18","97.13211095439587","0.7705479452054794"
"63","square-x","60","90","75","11","97.29183988597221","0.47393364928909953"
"66","square-x","60","90","65","27","96.86524141244294","1.1698440207972272"
"64","square-x","60","90","62","52","96.0668290985033","2.209944751381215"
"67","square-x","60","90","62","41","96.45258520751217","1.7424564385890355"
"62","square-x","60","90","81","25","97.13615023474178","1.070663811563169"
"68","square-x","60","90","59","18","97.14319304020691","0.7705479452054794"
"65","square-x","60","90","41","55","95.94233228694338","2.3414218816517667"
"63","square-x","60","90","76","10","97.27899239543726","0.4308487720809996"
"66","square-x","60","90","66","24","96.98426048299892","1.0398613518197575"
"64","square-x","60","90","63","45","96.07843137254902","1.9124521886952826"
"69","square-x","60","90","0","1590","50.7432751297782","67.77493606138107"
"62","square-x","60","90","82","22","97.19351808360732","0.9421841541755889"
"67","square-x","60","90","63","39","96.5109539816854","1.6574585635359116"
"63","square-x","60","90","77","10","97.33935146692006","0.4308487720809996"
"68","square-x","60","90","60","23","97.09821428571429","0.9845890410958904"
"62","square-x","60","90","83","19","97.31125983327463","0.8137044967880086"
"66","square-x","60","90","67","22","97.04469005285921","0.9532062391681109"
"64","square-x","60","90","64","44","96.25333487994432","1.8699532511687207"
"65","square-x","60","90","42","56","95.86094640158122","2.38399318859089"
"67","square-x","60","90","64","44","96.45217391304348","1.8699532511687207"
"63","square-x","60","90","78","14","97.29248307801925","0.6031882809133994"
"68","square-x","60","90","61","24","97.15695488721805","1.0273972602739725"
"62","square-x","60","90","84","17","97.3103124265915","0.7280513918629551"
"66","square-x","60","90","68","24","97.0574105212587","1.0398613518197575"
"64","square-x","60","90","65","45","96.29887457941757","1.9124521886952826"
"67","square-x","60","90","65","42","96.52093239011946","1.7849553761155972"
"63","square-x","60","90","79","11","97.33840304182509","0.47393364928909953"
"68","square-x","60","90","62","20","97.17945704548126","0.8561643835616438"
"62","square-x","60","90","85","12","97.36842105263158","0.5139186295503212"
"66","square-x","60","90","69","23","97.07082833133254","0.9965337954939341"
"65","square-x","60","90","43","58","95.88515634081133","2.4691358024691357"
"64","square-x","60","90","66","49","96.19312906220983","2.08244793880153"
"67","square-x","60","90","66","37","96.556920936703","1.572460688482788"
"63","square-x","60","90","80","9","97.33871925864322","0.3877638948728996"
"69","square-x","60","90","1","1265","56.41903862052675","53.92156862745098"
"62","square-x","60","90","86","13","97.40427531125205","0.556745182012848"
"68","square-x","60","90","63","16","97.21405901022688","0.684931506849315"
"66","square-x","60","90","70","20","97.12947393706462","0.8665511265164645"
"67","square-x","60","90","67","32","96.5889314305604","1.3599660008499788"
"63","square-x","60","90","81","12","97.35091470658114","0.5170185264971995"
"65","square-x","60","90","44","46","96.14580914789876","1.9582801191996593"
"62","square-x","60","90","87","11","97.45155607751028","0.47109207708779444"
"64","square-x","60","90","67","43","96.28856413825099","1.827454313642159"
"68","square-x","60","90","64","17","97.22744360902256","0.7277397260273972"
"66","square-x","60","90","71","19","97.17819404418829","0.8232235701906412"
"63","square-x","60","90","82","10","97.31591448931115","0.4308487720809996"
"67","square-x","60","90","68","32","96.64927536231885","1.3599660008499788"
"62","square-x","60","90","88","15","97.44131455399061","0.6423982869379015"
"65","square-x","60","90","45","40","96.38834049471606","1.7028522775649213"
"64","square-x","60","90","68","43","96.29930394431555","1.827454313642159"
"63","square-x","60","90","83","9","97.39904988123516","0.3877638948728996"
"66","square-x","60","90","72","16","97.22422494592647","0.6932409012131715"
"67","square-x","60","90","69","34","96.65044042651832","1.4449638759031025"
"68","square-x","60","90","65","13","97.27315467795017","0.5565068493150684"
"62","square-x","60","90","89","12","97.44071378257807","0.5139186295503212"
"66","square-x","60","90","73","16","97.2135479221715","0.6932409012131715"
"69","square-x","60","90","2","1069","61.41406987724268","45.56692242114237"
"64","square-x","60","90","69","36","96.41364902506963","1.529961750956226"
"67","square-x","60","90","70","29","96.7663421418637","1.2324691882702932"
"68","square-x","60","90","66","14","97.27411585007637","0.5993150684931506"
"63","square-x","60","90","84","10","97.39904988123516","0.4308487720809996"
"65","square-x","60","90","46","39","96.28597957288764","1.6602809706257982"
"62","square-x","60","90","90","10","97.4521545145004","0.4282655246252677"
"64","square-x","60","90","70","40","96.3701727936913","1.6999575010624732"
"68","square-x","60","90","67","12","97.29634418714001","0.5136986301369862"
"66","square-x","60","90","74","15","97.21421709894332","0.6499133448873483"
"67","square-x","60","90","71","31","96.72112153863979","1.317467063323417"
"63","square-x","60","90","85","7","97.48278318689148","0.3015941404566997"
"62","square-x","60","90","91","12","97.40610328638498","0.5139186295503212"
"65","square-x","60","90","47","40","96.40329504582898","1.7028522775649213"
"66","square-x","60","90","75","16","97.22689075630252","0.6932409012131715"
"68","square-x","60","90","68","14","97.34492481203007","0.5993150684931506"
"64","square-x","60","90","71","36","96.35519442832269","1.529961750956226"
"67","square-x","60","90","72","31","96.73232908458864","1.317467063323417"
"63","square-x","60","90","86","8","97.50653051531702","0.34467901766479964"
"62","square-x","60","90","92","13","97.35946485154324","0.556745182012848"
"66","square-x","60","90","76","19","97.14182778911973","0.8232235701906412"
"68","square-x","60","90","69","12","97.34492481203007","0.5136986301369862"
"67","square-x","60","90","73","34","96.65199258572753","1.4449638759031025"
"63","square-x","60","90","87","6","97.54273504273505","0.25850926324859974"
"65","square-x","60","90","48","37","96.56373345716275","1.5751383567475523"
"69","square-x","60","90","3","855","66.15929203539824","36.44501278772378"
"62","square-x","60","90","93","12","97.44101420354502","0.5139186295503212"
"64","square-x","60","90","72","35","96.42525533890436","1.4874628134296641"
"66","square-x","60","90","77","17","97.25024015369837","0.7365684575389948"
"68","square-x","60","90","70","13","97.32174321625749","0.5565068493150684"
"63","square-x","60","90","88","5","97.54331830049846","0.2154243860404998"
"67","square-x","60","90","74","31","96.7450480713541","1.317467063323417"
"66","square-x","60","90","78","17","97.2012012012012","0.7365684575389948"
"62","square-x","60","90","94","9","97.46330005871991","0.3854389721627409"
"64","square-x","60","90","73","40","96.45176252319109","1.6999575010624732"
"68","square-x","60","90","71","10","97.3090481786134","0.4280821917808219"
"65","square-x","60","90","49","35","96.47290869010327","1.489995742869306"
"63","square-x","60","90","89","4","97.55547644476088","0.17233950883239982"
"69","square-x","60","90","4","704","70.62419184201246","30.008525149190113"
"68","square-x","60","90","72","12","97.34523669681663","0.5136986301369862"
"64","square-x","60","90","74","39","96.38009049773756","1.6574585635359116"
"66","square-x","60","90","79","20","97.2155544887182","0.8665511265164645"
"62","square-x","60","90","95","10","97.43951139299976","0.4282655246252677"
"68","square-x","60","90","73","10","97.30999647597791","0.4280821917808219"
"67","square-x","60","90","75","29","96.77793231339824","1.2324691882702932"
"63","square-x","60","90","90","5","97.55547644476088","0.2154243860404998"
"66","square-x","60","90","80","22","97.20422366210704","0.9532062391681109"
"62","square-x","60","90","96","7","97.56985207795256","0.29978586723768735"
"64","square-x","60","90","75","38","96.49814471243042","1.6149596260093497"
"65","square-x","60","90","50","33","96.58813972380179","1.40485312899106"
"68","square-x","60","90","74","12","97.33317669172934","0.5136986301369862"
"66","square-x","60","90","81","21","97.11850162084284","0.9098786828422877"
"63","square-x","60","90","91","6","97.55576649264357","0.25850926324859974"
"67","square-x","60","90","76","22","96.86015525431584","0.9349766255843603"
"62","square-x","60","90","97","7","97.58130797229072","0.29978586723768735"
"64","square-x","60","90","76","37","96.54252233437754","1.572460688482788"
"65","square-x","60","90","51","31","96.62256267409471","1.3197105151128141"
"68","square-x","60","90","75","11","97.33348995653705","0.4708904109589041"
"62","square-x","60","90","98","7","97.56985207795256","0.29978586723768735"
"69","square-x","60","90","5","583","74.4","24.85080988917306"
"66","square-x","60","90","82","16","97.26290516206483","0.6932409012131715"
"64","square-x","60","90","77","34","96.57852006495013","1.4449638759031025"
"63","square-x","60","90","92","9","97.54390128144281","0.3877638948728996"
"67","square-x","60","90","77","27","96.81454882427893","1.1474713132171697"
"68","square-x","60","90","76","10","97.3916108565386","0.4280821917808219"
"62","square-x","60","90","99","7","97.57013734006338","0.29978586723768735"
"66","square-x","60","90","83","15","97.26257653980069","0.6499133448873483"
"64","square-x","60","90","78","38","96.60013924344395","1.6149596260093497"
"65","square-x","60","90","52","31","96.72625957743209","1.3197105151128141"
"68","square-x","60","90","77","9","97.35667293233082","0.3852739726027397"
"63","square-x","60","90","93","10","97.46084480303749","0.4308487720809996"
"62","square-x","60","90","100","6","97.59361427397582","0.2569593147751606"
"66","square-x","60","90","84","14","97.23856405330771","0.6065857885615251"
"64","square-x","60","90","79","38","96.57891685028413","1.6149596260093497"
"67","square-x","60","90","78","22","96.85906351414","0.9349766255843603"
"69","square-x","60","90","6","503","77.50734861845973","21.44075021312873"
"65","square-x","60","90","53","27","96.73748984093812","1.1494252873563218"
"63","square-x","60","90","94","9","97.52017085904129","0.3877638948728996"
"68","square-x","60","90","78","9","97.35636235459994","0.3852739726027397"
"62","square-x","60","90","101","5","97.59333176802066","0.21413276231263384"
"66","square-x","60","90","85","13","97.29827089337176","0.5632582322357019"
"64","square-x","60","90","80","42","96.52012527549009","1.7849553761155972"
"67","square-x","60","90","79","25","96.86015525431584","1.062473438164046"
